code,name,market,sector,theme
1301,極洋,Prime,水産・農林業,内需・ディフェンシブ
1332,ニッスイ,Prime,水産・農林業,内需・ディフェンシブ
1333,Ｕｍｉｏｓ,Prime,水産・農林業,内需・ディフェンシブ
1375,ユキグニファクトリー,Prime,水産・農林業,内需・ディフェンシブ
1376,カネコ種苗,Standard,水産・農林業,内需・ディフェンシブ
1377,サカタのタネ,Prime,水産・農林業,内需・ディフェンシブ
1379,ホクト,Prime,水産・農林業,内需・ディフェンシブ
1380,秋川牧園,Standard,水産・農林業,内需・ディフェンシブ
1381,アクシーズ,Standard,水産・農林業,内需・ディフェンシブ
1382,ホーブ,Standard,水産・農林業,内需・ディフェンシブ
1383,ベルグアース,Standard,水産・農林業,内需・ディフェンシブ
1384,ホクリヨウ,Standard,水産・農林業,内需・ディフェンシブ
1401,エムビーエス,Growth,建設業,内需・ディフェンシブ
1407,ウエストホールディングス,Standard,建設業,内需・ディフェンシブ
1414,ショーボンドホールディングス,Prime,建設業,内需・ディフェンシブ
1417,ミライト・ワン,Prime,建設業,内需・ディフェンシブ
1418,インターライフホールディングス,Standard,建設業,内需・ディフェンシブ
1419,タマホーム,Prime,建設業,内需・ディフェンシブ
1420,サンヨーホームズ,Standard,建設業,内需・ディフェンシブ
1429,日本アクア,Prime,建設業,内需・ディフェンシブ
1430,ファーストコーポレーション,Standard,建設業,内需・ディフェンシブ
1431,Ｌｉｂ　Ｗｏｒｋ,Growth,建設業,内需・ディフェンシブ
1432,動力,PRO,建設業,内需・ディフェンシブ
1433,ベステラ,Prime,建設業,内需・ディフェンシブ
1434,ＪＥＳＣＯホールディングス,Standard,建設業,内需・ディフェンシブ
1435,ｒｏｂｏｔ　ｈｏｍｅ,Standard,不動産業,内需・ディフェンシブ
1436,グリーンエナジー＆カンパニー,Growth,建設業,内需・ディフェンシブ
1438,岐阜造園,Standard,建設業,内需・ディフェンシブ
1443,技研ホールディングス,Standard,建設業,内需・ディフェンシブ
1444,ニッソウ,Growth,建設業,内需・ディフェンシブ
1445,ひかりホールディングス,PRO,建設業,内需・ディフェンシブ
1446,キャンディル,Standard,建設業,内需・ディフェンシブ
1447,ＳＡＡＦホールディングス,Growth,建設業,内需・ディフェンシブ
1450,ＴＡＮＡＫＥＮ,Standard,建設業,内需・ディフェンシブ
1452,横浜ライト工業,PRO,建設業,内需・ディフェンシブ
1491,中外鉱業,Standard,非鉄金属,内需・ディフェンシブ
1514,住石ホールディングス,Standard,鉱業,内需・ディフェンシブ
1515,日鉄鉱業,Prime,鉱業,内需・ディフェンシブ
1518,三井松島ホールディングス,Prime,その他製品,ゲーム・エンタメ
1605,ＩＮＰＥＸ,Prime,鉱業,内需・ディフェンシブ
1662,石油資源開発,Prime,鉱業,内需・ディフェンシブ
1663,Ｋ＆Ｏエナジーグループ,Prime,鉱業,内需・ディフェンシブ
1711,ＳＤＳホールディングス,Standard,建設業,内需・ディフェンシブ
1716,第一カッター興業,Standard,建設業,内需・ディフェンシブ
1717,明豊ファシリティワークス,Standard,サービス業,サービス
1718,美樹工業,Standard,建設業,内需・ディフェンシブ
1719,安藤・間,Prime,建設業,内需・ディフェンシブ
1720,東急建設,Prime,建設業,内需・ディフェンシブ
1721,コムシスホールディングス,Prime,建設業,内需・ディフェンシブ
1723,日本電技,Standard,建設業,内需・ディフェンシブ
1724,シンクレイヤ,Standard,建設業,内需・ディフェンシブ
1726,ビーアールホールディングス,Prime,建設業,内需・ディフェンシブ
1736,オーテック,Standard,建設業,内需・ディフェンシブ
1758,太洋基礎工業,Standard,建設業,内需・ディフェンシブ
1762,高松コンストラクショングループ,Prime,建設業,内需・ディフェンシブ
1764,工藤建設,Standard,建設業,内需・ディフェンシブ
1766,東建コーポレーション,Prime,建設業,内需・ディフェンシブ
1768,ソネック,Standard,建設業,内需・ディフェンシブ
1770,藤田エンジニアリング,Standard,建設業,内需・ディフェンシブ
1776,三井住建道路,Standard,建設業,内需・ディフェンシブ
1780,ヤマウラ,Prime,建設業,内需・ディフェンシブ
1783,ｆａｎｔａｓｉｓｔａ,Standard,不動産業,内需・ディフェンシブ
1786,オリエンタル白石,Prime,建設業,内需・ディフェンシブ
1787,ナカボーテック,Standard,建設業,内需・ディフェンシブ
1788,三東工業社,Standard,建設業,内需・ディフェンシブ
1793,大本組,Standard,建設業,内需・ディフェンシブ
1795,マサル,Standard,建設業,内需・ディフェンシブ
1798,守谷商会,Standard,建設業,内需・ディフェンシブ
1799,第一建設工業,Standard,建設業,内需・ディフェンシブ
1801,大成建設,Prime,建設業,内需・ディフェンシブ
1802,大林組,Prime,建設業,内需・ディフェンシブ
1803,清水建設,Prime,建設業,内需・ディフェンシブ
1807,佐藤渡辺,Standard,建設業,内需・ディフェンシブ
1808,長谷工コーポレーション,Prime,建設業,内需・ディフェンシブ
1810,松井建設,Standard,建設業,内需・ディフェンシブ
1811,錢高組,Standard,建設業,内需・ディフェンシブ
1812,鹿島建設,Prime,建設業,内需・ディフェンシブ
1813,不動テトラ,Prime,建設業,内需・ディフェンシブ
1814,大末建設,Prime,建設業,内需・ディフェンシブ
1815,鉄建建設,Prime,建設業,内需・ディフェンシブ
1820,西松建設,Prime,建設業,内需・ディフェンシブ
1822,大豊建設,Standard,建設業,内需・ディフェンシブ
1826,佐田建設,Standard,建設業,内需・ディフェンシブ
1827,ナカノフドー建設,Standard,建設業,内需・ディフェンシブ
1828,田辺工業,Standard,建設業,内需・ディフェンシブ
1833,奥村組,Prime,建設業,内需・ディフェンシブ
1835,東鉄工業,Prime,建設業,内需・ディフェンシブ
1840,土屋ホールディングス,Standard,建設業,内需・ディフェンシブ
1844,大盛工業,Standard,建設業,内需・ディフェンシブ
1847,イチケン,Standard,建設業,内需・ディフェンシブ
1848,富士ピー・エス,Standard,建設業,内需・ディフェンシブ
1850,南海辰村建設,Standard,建設業,内需・ディフェンシブ
1852,淺沼組,Prime,建設業,内需・ディフェンシブ
1853,森組,Standard,建設業,内需・ディフェンシブ
1860,戸田建設,Prime,建設業,内需・ディフェンシブ
1861,熊谷組,Prime,建設業,内需・ディフェンシブ
1866,北野建設,Standard,建設業,内需・ディフェンシブ
1867,植木組,Standard,建設業,内需・ディフェンシブ
1870,矢作建設工業,Prime,建設業,内需・ディフェンシブ
1871,ピーエス・コンストラクション,Prime,建設業,内需・ディフェンシブ
1873,日本ハウスホールディングス,Prime,建設業,内需・ディフェンシブ
1878,大東建託,Prime,不動産業,内需・ディフェンシブ
1879,新日本建設,Prime,建設業,内需・ディフェンシブ
1882,東亜道路工業,Prime,建設業,内需・ディフェンシブ
1885,東亜建設工業,Prime,建設業,内需・ディフェンシブ
1887,日本国土開発,Prime,建設業,内需・ディフェンシブ
1888,若築建設,Prime,建設業,内需・ディフェンシブ
1893,五洋建設,Prime,建設業,内需・ディフェンシブ
1897,金下建設,Standard,建設業,内需・ディフェンシブ
1898,世紀東急工業,Prime,建設業,内需・ディフェンシブ
1899,福田組,Prime,建設業,内需・ディフェンシブ
1904,大成温調,Standard,建設業,内需・ディフェンシブ
1905,テノックス,Standard,建設業,内需・ディフェンシブ
1909,日本ドライケミカル,Standard,機械,ロボット・FA
1911,住友林業,Prime,建設業,内需・ディフェンシブ
1914,日本基礎技術,Standard,建設業,内需・ディフェンシブ
1921,巴コーポレーション,Standard,建設業,内需・ディフェンシブ
1925,大和ハウス工業,Prime,建設業,内需・ディフェンシブ
1926,ライト工業,Prime,建設業,内需・ディフェンシブ
1928,積水ハウス,Prime,建設業,内需・ディフェンシブ
1929,日特建設,Prime,建設業,内需・ディフェンシブ
1930,北陸電気工事,Prime,建設業,内需・ディフェンシブ
1934,ユアテック,Prime,建設業,内需・ディフェンシブ
1938,日本リーテック,Prime,建設業,内需・ディフェンシブ
1939,四電工,Prime,建設業,内需・ディフェンシブ
1941,中電工,Prime,建設業,内需・ディフェンシブ
1942,関電工,Prime,建設業,内需・ディフェンシブ
1944,きんでん,Prime,建設業,内需・ディフェンシブ
1945,東京エネシス,Prime,建設業,内需・ディフェンシブ
1946,トーエネック,Prime,建設業,内需・ディフェンシブ
1948,弘電社,Standard,建設業,内需・ディフェンシブ
1950,日本電設工業,Prime,建設業,内需・ディフェンシブ
1951,エクシオグループ,Prime,建設業,内需・ディフェンシブ
1952,新日本空調,Prime,建設業,内需・ディフェンシブ
1959,クラフティア,Prime,建設業,内需・ディフェンシブ
1960,サンテック,Standard,建設業,内需・ディフェンシブ
1961,三機工業,Prime,建設業,内需・ディフェンシブ
1963,日揮ホールディングス,Prime,建設業,内需・ディフェンシブ
1964,中外炉工業,Prime,建設業,内需・ディフェンシブ
1965,テクノ菱和,Standard,建設業,内需・ディフェンシブ
1966,高田工業所,Standard,建設業,内需・ディフェンシブ
1967,ヤマト,Standard,建設業,内需・ディフェンシブ
1968,太平電業,Prime,建設業,内需・ディフェンシブ
1969,高砂熱学工業,Prime,建設業,内需・ディフェンシブ
1972,三晃金属工業,Standard,建設業,内需・ディフェンシブ
1975,朝日工業社,Prime,建設業,内需・ディフェンシブ
1976,明星工業,Prime,建設業,内需・ディフェンシブ
1979,大氣社,Prime,建設業,内需・ディフェンシブ
1980,ダイダン,Prime,建設業,内需・ディフェンシブ
1981,協和日成,Standard,建設業,内需・ディフェンシブ
1982,日比谷総合設備,Prime,建設業,内需・ディフェンシブ
1992,神田通信機,Standard,建設業,内需・ディフェンシブ
1994,高橋カーテンウォール工業,Standard,建設業,内需・ディフェンシブ
1997,暁飯島工業,Standard,建設業,内需・ディフェンシブ
2001,ニップン,Prime,食料品,内需・ディフェンシブ
2002,日清製粉グループ本社,Prime,食料品,内需・ディフェンシブ
2003,日東富士製粉,Standard,食料品,内需・ディフェンシブ
2004,昭和産業,Prime,食料品,内需・ディフェンシブ
2009,鳥越製粉,Standard,食料品,内需・ディフェンシブ
2053,中部飼料,Prime,食料品,内需・ディフェンシブ
2055,日和産業,Standard,食料品,内需・ディフェンシブ
2060,フィード・ワン,Prime,食料品,内需・ディフェンシブ
2108,日本甜菜製糖,Prime,食料品,内需・ディフェンシブ
2109,ＤＭ三井製糖,Prime,食料品,内需・ディフェンシブ
2112,塩水港精糖,Standard,食料品,内需・ディフェンシブ
2114,フジ日本,Standard,食料品,内需・ディフェンシブ
2117,ウェルネオシュガー,Prime,食料品,内需・ディフェンシブ
2120,ＬＩＦＵＬＬ,Prime,サービス業,サービス
2121,ＭＩＸＩ,Prime,情報・通信業,DX・SaaS
2122,インタースペース,Standard,サービス業,サービス
2124,ジェイエイシーリクルートメント,Prime,サービス業,サービス
2127,日本Ｍ＆Ａセンターホールディングス,Prime,サービス業,サービス
2130,メンバーズ,Prime,サービス業,サービス
2134,北浜キャピタルパートナーズ,Standard,サービス業,サービス
2136,ヒップ,Standard,サービス業,サービス
2138,クルーズ,Standard,情報・通信業,DX・SaaS
2139,中広,Standard,サービス業,サービス
2146,ＵＴグループ,Prime,サービス業,サービス
2148,アイティメディア,Prime,サービス業,サービス
2152,幼児活動研究会,Standard,サービス業,サービス
2153,Ｅ・Ｊホールディングス,Prime,サービス業,サービス
2154,オープンアップグループ,Prime,サービス業,サービス
2156,セーラー広告,Standard,サービス業,サービス
2157,コシダカホールディングス,Prime,サービス業,サービス
2158,ＦＲＯＮＴＥＯ,Growth,サービス業,サービス
2160,ジーエヌアイグループ,Growth,医薬品,バイオ・医療
2162,ｎｍｓ　ホールディングス,Standard,サービス業,サービス
2163,アルトナー,Prime,サービス業,サービス
2164,地域新聞社,Standard,サービス業,サービス
2168,パソナグループ,Prime,サービス業,サービス
2169,ＣＤＳ,Standard,サービス業,サービス
2170,リンクアンドモチベーション,Prime,サービス業,サービス
2173,博展,Growth,サービス業,サービス
2175,エス・エム・エス,Prime,サービス業,サービス
2179,成学社,Standard,サービス業,サービス
2180,サニーサイドアップグループ,Standard,サービス業,サービス
2181,パーソルホールディングス,Prime,サービス業,サービス
2183,リニカル,Standard,サービス業,サービス
2185,シイエム・シイ,Standard,サービス業,サービス
2186,ソーバル,Standard,サービス業,サービス
2193,クックパッド,Standard,サービス業,サービス
2195,アミタホールディングス,Growth,サービス業,サービス
2198,アイ・ケイ・ケイホールディングス,Prime,サービス業,サービス
2201,森永製菓,Prime,食料品,内需・ディフェンシブ
2204,中村屋,Standard,食料品,内需・ディフェンシブ
2206,江崎グリコ,Prime,食料品,内需・ディフェンシブ
2207,ｍｅｉｔｏ,Prime,食料品,内需・ディフェンシブ
2208,ブルボン,Standard,食料品,内需・ディフェンシブ
2209,井村屋グループ,Prime,食料品,内需・ディフェンシブ
2211,不二家,Prime,食料品,内需・ディフェンシブ
2212,山崎製パン,Prime,食料品,内需・ディフェンシブ
2215,第一屋製パン,Standard,食料品,内需・ディフェンシブ
2216,カンロ,Standard,食料品,内需・ディフェンシブ
2217,モロゾフ,Prime,食料品,内需・ディフェンシブ
2220,亀田製菓,Prime,食料品,内需・ディフェンシブ
2221,岩塚製菓,Standard,食料品,内需・ディフェンシブ
2222,寿スピリッツ,Prime,食料品,内需・ディフェンシブ
2224,コモ,Standard,食料品,内需・ディフェンシブ
2226,湖池屋,Standard,食料品,内需・ディフェンシブ
2229,カルビー,Prime,食料品,内需・ディフェンシブ
2264,森永乳業,Prime,食料品,内需・ディフェンシブ
2266,六甲バター,Prime,食料品,内需・ディフェンシブ
2267,ヤクルト本社,Prime,食料品,内需・ディフェンシブ
2268,Ｂ－Ｒ　サーティワン　アイスクリーム,Standard,食料品,内需・ディフェンシブ
2269,明治ホールディングス,Prime,食料品,内需・ディフェンシブ
2270,雪印メグミルク,Prime,食料品,内需・ディフェンシブ
2281,プリマハム,Prime,食料品,内需・ディフェンシブ
2282,日本ハム,Prime,食料品,内需・ディフェンシブ
2286,林兼産業,Standard,食料品,内需・ディフェンシブ
2288,丸大食品,Prime,食料品,内需・ディフェンシブ
2291,福留ハム,Standard,食料品,内需・ディフェンシブ
2292,Ｓ　Ｆｏｏｄｓ,Prime,食料品,内需・ディフェンシブ
2293,滝沢ハム,Standard,食料品,内需・ディフェンシブ
2294,柿安本店,Prime,食料品,内需・ディフェンシブ
2296,伊藤ハム米久ホールディングス,Prime,食料品,内需・ディフェンシブ
2300,きょくとう,Standard,サービス業,サービス
2301,学情,Prime,サービス業,サービス
2303,ドーン,Standard,情報・通信業,DX・SaaS
2304,ＣＳＳホールディングス,Standard,サービス業,サービス
2305,スタジオアリス,Standard,サービス業,サービス
2307,クロスキャット,Prime,情報・通信業,DX・SaaS
2311,エプコ,Standard,サービス業,サービス
2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,Standard,情報・通信業,DX・SaaS
2317,システナ,Prime,情報・通信業,DX・SaaS
2321,ソフトフロントホールディングス,Growth,情報・通信業,DX・SaaS
2323,ｆｏｎｆｕｎ,Standard,情報・通信業,DX・SaaS
2325,ＮＪＳ,Prime,サービス業,サービス
2326,デジタルアーツ,Prime,情報・通信業,DX・SaaS
2327,日鉄ソリューションズ,Prime,情報・通信業,DX・SaaS
2329,東北新社,Standard,情報・通信業,DX・SaaS
2330,フォーサイド,Standard,情報・通信業,DX・SaaS
2331,ＡＬＳＯＫ,Prime,サービス業,サービス
2332,クエスト,Standard,情報・通信業,DX・SaaS
2334,イオレ,Growth,サービス業,サービス
2335,キューブシステム,Prime,情報・通信業,DX・SaaS
2337,いちご,Prime,不動産業,内需・ディフェンシブ
2338,クオンタムソリューションズ,Standard,情報・通信業,DX・SaaS
2340,極楽湯ホールディングス,Standard,サービス業,サービス
2341,アルバイトタイムス,Standard,サービス業,サービス
2342,トランスジェニックグループ,Standard,サービス業,サービス
2344,平安レイサービス,Standard,サービス業,サービス
2345,ＨＯＤＬ１,Standard,情報・通信業,DX・SaaS
2349,エヌアイデイ,Standard,情報・通信業,DX・SaaS
2351,ＡＳＪ,Standard,情報・通信業,DX・SaaS
2353,日本駐車場開発,Prime,不動産業,内需・ディフェンシブ
2354,ＹＥ　ＤＩＧＩＴＡＬ,Standard,情報・通信業,DX・SaaS
2359,コア,Prime,情報・通信業,DX・SaaS
2370,メディネット,Growth,サービス業,サービス
2371,カカクコム,Prime,サービス業,サービス
2373,ケア２１,Standard,サービス業,サービス
2375,ギグワークス,Standard,サービス業,サービス
2376,サイネックス,Standard,サービス業,サービス
2378,ルネサンス,Prime,サービス業,サービス
2379,ディップ,Prime,サービス業,サービス
2384,ＳＢＳホールディングス,Prime,陸運業,EC・物流
2385,総医研ホールディングス,Growth,サービス業,サービス
2388,ウェッジホールディングス,Growth,その他金融業,フィンテック・暗号資産
2391,プラネット,Standard,サービス業,サービス
2393,日本ケアサプライ,Standard,サービス業,サービス
2395,新日本科学,Prime,サービス業,サービス
2404,鉄人化ホールディングス,Standard,サービス業,サービス
2408,ＫＧ情報,Standard,サービス業,サービス
2410,キャリアデザインセンター,Prime,サービス業,サービス
2411,ゲンダイエージェンシー,Standard,情報・通信業,DX・SaaS
2413,エムスリー,Prime,サービス業,サービス
2415,ヒューマンホールディングス,Standard,サービス業,サービス
2418,ツカダ・グローバルホールディング,Standard,サービス業,サービス
2424,ブラス,Standard,サービス業,サービス
2425,ケアサービス,Standard,サービス業,サービス
2428,ウェルネット,Standard,サービス業,サービス
2429,ワールドホールディングス,Prime,サービス業,サービス
2432,ディー・エヌ・エー,Prime,情報・通信業,ゲーム・エンタメ
2433,博報堂ＤＹホールディングス,Prime,サービス業,サービス
2435,シダー,Standard,サービス業,サービス
2436,共同ピーアール,Standard,サービス業,サービス
2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,Standard,サービス業,サービス
2438,アスカネット,Growth,サービス業,サービス
2440,ぐるなび,Standard,サービス業,サービス
2445,タカミヤ,Standard,サービス業,サービス
2449,プラップジャパン,Standard,サービス業,サービス
2452,コンピュータマインド,PRO,情報・通信業,DX・SaaS
2454,オールアバウト,Standard,サービス業,サービス
2459,アウンコンサルティング,Standard,サービス業,サービス
2461,ファンコミュニケーションズ,Prime,サービス業,サービス
2462,ライク,Prime,サービス業,サービス
2464,Ａｏｂａ‐ＢＢＴ,Standard,サービス業,サービス
2469,ヒビノ,Standard,サービス業,サービス
2471,エスプール,Prime,サービス業,サービス
2475,ＷＤＢホールディングス,Prime,サービス業,サービス
2477,手間いらず,Standard,情報・通信業,DX・SaaS
2479,ジェイテック,Standard,サービス業,サービス
2480,システム・ロケーション,Standard,情報・通信業,DX・SaaS
2481,タウンニュース社,Standard,サービス業,サービス
2483,翻訳センター,Standard,サービス業,サービス
2484,出前館,Standard,情報・通信業,DX・SaaS
2485,ティア,Standard,サービス業,サービス
2488,ＪＴＰ,Standard,サービス業,サービス
2489,アドウェイズ,Standard,サービス業,サービス
2491,バリューコマース,Prime,サービス業,DX・SaaS
2492,インフォマート,Prime,サービス業,サービス
2493,イーサポートリンク,Standard,サービス業,サービス
2497,ユナイテッド,Growth,サービス業,サービス
2498,オリエンタルコンサルタンツホールディングス,Standard,サービス業,サービス
2499,日本和装ホールディングス,Standard,サービス業,サービス
2501,サッポロホールディングス,Prime,食料品,内需・ディフェンシブ
2502,アサヒグループホールディングス,Prime,食料品,内需・ディフェンシブ
2503,キリンホールディングス,Prime,食料品,内需・ディフェンシブ
2531,宝ホールディングス,Prime,食料品,内需・ディフェンシブ
2533,オエノンホールディングス,Prime,食料品,内需・ディフェンシブ
2540,養命酒製造,Prime,食料品,内需・ディフェンシブ
2573,北海道コカ・コーラボトリング,Standard,食料品,内需・ディフェンシブ
2579,コカ・コーラ　ボトラーズジャパンホールディングス,Prime,食料品,内需・ディフェンシブ
2585,ライフドリンク　カンパニー,Prime,食料品,内需・ディフェンシブ
2586,フルッタフルッタ,Growth,食料品,内需・ディフェンシブ
2587,サントリー食品インターナショナル,Prime,食料品,内需・ディフェンシブ
2588,プレミアムウォーターホールディングス,Standard,食料品,内需・ディフェンシブ
2590,ダイドーグループホールディングス,Prime,食料品,内需・ディフェンシブ
2593,伊藤園,Prime,食料品,内需・ディフェンシブ
2594,キーコーヒー,Prime,食料品,内需・ディフェンシブ
2597,ユニカフェ,Standard,食料品,内需・ディフェンシブ
2602,日清オイリオグループ,Prime,食料品,内需・ディフェンシブ
2607,不二製油,Prime,食料品,内需・ディフェンシブ
2612,かどや製油,Standard,食料品,内需・ディフェンシブ
2613,Ｊ－オイルミルズ,Prime,食料品,内需・ディフェンシブ
2652,まんだらけ,Standard,小売業,内需・ディフェンシブ
2653,イオン九州,Standard,小売業,内需・ディフェンシブ
2654,アスモ,Standard,小売業,内需・ディフェンシブ
2656,ベクターホールディングス,Standard,小売業,内需・ディフェンシブ
2659,サンエー,Prime,小売業,内需・ディフェンシブ
2664,カワチ薬品,Prime,小売業,内需・ディフェンシブ
2666,オートウェーブ,Standard,小売業,内需・ディフェンシブ
2667,イメージ　ワン,Standard,卸売業,内需・ディフェンシブ
2668,タビオ,Standard,卸売業,内需・ディフェンシブ
2669,カネ美食品,Standard,小売業,内需・ディフェンシブ
2670,エービーシー・マート,Prime,小売業,内需・ディフェンシブ
2673,夢みつけ隊,Standard,小売業,内需・ディフェンシブ
2674,ハードオフコーポレーション,Prime,小売業,内需・ディフェンシブ
2676,高千穂交易,Prime,卸売業,内需・ディフェンシブ
2678,アスクル,Prime,小売業,内需・ディフェンシブ
2681,ゲオホールディングス,Prime,小売業,内需・ディフェンシブ
2683,魚喜,Standard,小売業,内需・ディフェンシブ
2685,アンドエスティＨＤ,Prime,小売業,内需・ディフェンシブ
2686,ジーフット,Standard,小売業,内需・ディフェンシブ
2687,シー・ヴイ・エス・ベイエリア,Standard,サービス業,サービス
2689,オルバヘルスケアホールディングス,Standard,卸売業,内需・ディフェンシブ
2692,伊藤忠食品,Prime,卸売業,内需・ディフェンシブ
2693,ＹＫＴ,Standard,卸売業,内需・ディフェンシブ
2694,焼肉坂井ホールディングス,Standard,小売業,内需・ディフェンシブ
2695,くら寿司,Prime,小売業,内需・ディフェンシブ
2698,キャンドゥ,Standard,小売業,内需・ディフェンシブ
2700,木徳神糧,Standard,卸売業,内需・ディフェンシブ
2702,日本マクドナルドホールディングス,Standard,小売業,内需・ディフェンシブ
2705,大戸屋ホールディングス,Standard,小売業,内需・ディフェンシブ
2708,久世,Standard,卸売業,内需・ディフェンシブ
2721,ジェイホールディングス,Standard,卸売業,内需・ディフェンシブ
2722,ＩＫホールディングス,Standard,小売業,内需・ディフェンシブ
2726,パルグループホールディングス,Prime,小売業,内需・ディフェンシブ
2730,エディオン,Prime,小売業,内需・ディフェンシブ
2733,あらた,Prime,卸売業,内需・ディフェンシブ
2734,サーラコーポレーション,Prime,小売業,内需・ディフェンシブ
2735,ワッツ,Standard,小売業,内需・ディフェンシブ
2736,フェスタリアホールディングス,Standard,小売業,内需・ディフェンシブ
2737,トーメンデバイス,Prime,卸売業,内需・ディフェンシブ
2742,ハローズ,Prime,小売業,内需・ディフェンシブ
2747,北雄ラッキー,Standard,小売業,内需・ディフェンシブ
2749,ＪＰホールディングス,Prime,サービス業,サービス
2750,石光商事,Standard,卸売業,内需・ディフェンシブ
2751,テンポスホールディングス,Standard,卸売業,内需・ディフェンシブ
2752,フジオフードグループ本社,Prime,小売業,内需・ディフェンシブ
2753,あみやき亭,Prime,小売業,内需・ディフェンシブ
2760,東京エレクトロン　デバイス,Prime,卸売業,内需・ディフェンシブ
2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,Standard,小売業,内需・ディフェンシブ
2763,エフティグループ,Standard,卸売業,内需・ディフェンシブ
2764,ひらまつ,Standard,小売業,内需・ディフェンシブ
2767,円谷フィールズホールディングス,Prime,卸売業,内需・ディフェンシブ
2768,双日,Prime,卸売業,内需・ディフェンシブ
2769,ヴィレッジヴァンガードコーポレーション,Standard,小売業,内需・ディフェンシブ
2776,新都ホールディングス,Standard,卸売業,内需・ディフェンシブ
2778,パレモ・ホールディングス,Standard,小売業,内需・ディフェンシブ
2780,コメ兵ホールディングス,Standard,小売業,内需・ディフェンシブ
2782,セリア,Standard,小売業,内需・ディフェンシブ
2784,アルフレッサ　ホールディングス,Prime,卸売業,内需・ディフェンシブ
2788,アップルインターナショナル,Standard,卸売業,内需・ディフェンシブ
2789,カルラ,Standard,小売業,内需・ディフェンシブ
2790,ナフコ,Standard,小売業,内需・ディフェンシブ
2791,大黒天物産,Prime,小売業,内需・ディフェンシブ
2792,ハニーズホールディングス,Prime,小売業,内需・ディフェンシブ
2795,日本プリメックス,Standard,卸売業,内需・ディフェンシブ
2796,ファーマライズホールディングス,Standard,小売業,内需・ディフェンシブ
2798,ワイズテーブルコーポレーション,Standard,小売業,内需・ディフェンシブ
2801,キッコーマン,Prime,食料品,内需・ディフェンシブ
2802,味の素,Prime,食料品,内需・ディフェンシブ
2804,ブルドックソース,Prime,食料品,内需・ディフェンシブ
2805,ヱスビー食品,Standard,食料品,内需・ディフェンシブ
2806,ユタカフーズ,Standard,食料品,内需・ディフェンシブ
2809,キユーピー,Prime,食料品,内需・ディフェンシブ
2810,ハウス食品グループ本社,Prime,食料品,内需・ディフェンシブ
2811,カゴメ,Prime,食料品,内需・ディフェンシブ
2813,和弘食品,Standard,食料品,内需・ディフェンシブ
2814,佐藤食品工業,Standard,食料品,内需・ディフェンシブ
2815,アリアケジャパン,Prime,食料品,内需・ディフェンシブ
2816,ダイショー,Standard,食料品,内需・ディフェンシブ
2818,ピエトロ,Standard,食料品,内需・ディフェンシブ
2819,エバラ食品工業,Standard,食料品,内需・ディフェンシブ
2820,やまみ,Standard,食料品,内需・ディフェンシブ
2831,はごろもフーズ,Standard,食料品,内需・ディフェンシブ
2871,ニチレイ,Prime,食料品,内需・ディフェンシブ
2872,セイヒョー,Standard,食料品,内需・ディフェンシブ
2874,横浜冷凍,Prime,卸売業,内需・ディフェンシブ
2875,東洋水産,Prime,食料品,内需・ディフェンシブ
2876,デルソーレ,Standard,食料品,内需・ディフェンシブ
2877,日東ベスト,Standard,食料品,内需・ディフェンシブ
2882,イートアンドホールディングス,Prime,食料品,内需・ディフェンシブ
2883,大冷,Standard,食料品,内需・ディフェンシブ
2884,ヨシムラ・フード・ホールディングス,Prime,食料品,内需・ディフェンシブ
2892,日本食品化工,Standard,食料品,内需・ディフェンシブ
2894,石井食品,Standard,食料品,内需・ディフェンシブ
2897,日清食品ホールディングス,Prime,食料品,内需・ディフェンシブ
2901,ウェルディッシュ,Standard,食料品,内需・ディフェンシブ
2903,シノブフーズ,Standard,食料品,内需・ディフェンシブ
2904,一正蒲鉾,Standard,食料品,内需・ディフェンシブ
2907,あじかん,Standard,食料品,内需・ディフェンシブ
2908,フジッコ,Prime,食料品,内需・ディフェンシブ
2910,ロック・フィールド,Prime,食料品,内需・ディフェンシブ
2911,旭松食品,Standard,食料品,内需・ディフェンシブ
2914,日本たばこ産業,Prime,食料品,内需・ディフェンシブ
2915,ケンコーマヨネーズ,Prime,食料品,内需・ディフェンシブ
2916,仙波糖化工業,Standard,食料品,内需・ディフェンシブ
2917,大森屋,Standard,食料品,内需・ディフェンシブ
2918,わらべや日洋ホールディングス,Prime,食料品,内需・ディフェンシブ
2922,なとり,Prime,食料品,内需・ディフェンシブ
2923,サトウ食品,Standard,食料品,内需・ディフェンシブ
2924,イフジ産業,Standard,食料品,内需・ディフェンシブ
2926,篠崎屋,Standard,食料品,内需・ディフェンシブ
2927,ＡＦＣ－ＨＤアムスライフサイエンス,Standard,食料品,内需・ディフェンシブ
2929,ファーマフーズ,Prime,食料品,バイオ・医療
2930,北の達人コーポレーション,Prime,化学,半導体関連
2931,ユーグレナ,Prime,食料品,内需・ディフェンシブ
2932,ＳＴＩフードホールディングス,Standard,食料品,内需・ディフェンシブ
2933,紀文食品,Prime,食料品,内需・ディフェンシブ
2934,ジェイフロンティア,Growth,食料品,内需・ディフェンシブ
