code,name,market,sector,theme
5886,ＯＯＫＡＢＥ　ＧＬＡＳＳ,PRO,卸売業,内需・ディフェンシブ
5887,光響,PRO,卸売業,内需・ディフェンシブ
5888,ＤＡＩＷＡ　ＣＹＣＬＥ,Growth,小売業,内需・ディフェンシブ
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,Prime,小売業,内需・ディフェンシブ
5890,オフィスバスターズ,PRO,小売業,内需・ディフェンシブ
5891,魁力屋,Standard,小売業,内需・ディフェンシブ
5892,ｙｕｔｏｒｉ,Growth,小売業,内需・ディフェンシブ
5893,ＲＡＶＩＰＡ,PRO,小売業,内需・ディフェンシブ
5900,ダイケン,Standard,金属製品,内需・ディフェンシブ
5901,東洋製罐グループホールディングス,Prime,金属製品,内需・ディフェンシブ
5902,ホッカンホールディングス,Prime,金属製品,内需・ディフェンシブ
5903,シンポ,Standard,金属製品,内需・ディフェンシブ
5905,日本製罐,Standard,金属製品,内需・ディフェンシブ
5906,エムケー精工,Standard,金属製品,内需・ディフェンシブ
5909,コロナ,Standard,金属製品,内需・ディフェンシブ
5911,横河ブリッジホールディングス,Prime,金属製品,内需・ディフェンシブ
5915,駒井ハルテック,Standard,金属製品,内需・ディフェンシブ
5918,瀧上工業,Standard,金属製品,内需・ディフェンシブ
5921,川岸工業,Standard,金属製品,内需・ディフェンシブ
5922,那須電機鉄工,Standard,金属製品,内需・ディフェンシブ
5923,高田機工,Standard,金属製品,内需・ディフェンシブ
5928,アルメタックス,Standard,金属製品,内需・ディフェンシブ
5929,三和ホールディングス,Prime,金属製品,内需・ディフェンシブ
5930,文化シヤッター,Prime,金属製品,内需・ディフェンシブ
5932,三協立山,Prime,金属製品,内需・ディフェンシブ
5933,アルインコ,Prime,金属製品,内需・ディフェンシブ
